antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'REGENCY MILK JUG PINK'}),frozenset({'REGENCY TEAPOT ROSES'}),0.014846351181704055,0.01932208940560013,0.010479777304732275,0.7058823529411765,36.53240279162513,1.0,0.010192914779852453,3.33430489602096,0.9872846141060447,0.4423963133640554,0.7000874151630931,0.6241276171485544
frozenset({'REGENCY TEAPOT ROSES'}),frozenset({'REGENCY MILK JUG PINK'}),0.01932208940560013,0.014846351181704055,0.010479777304732275,0.5423728813559322,36.532402791625124,1.0,0.010192914779852453,2.1527431585288688,0.991790504814382,0.4423963133640554,0.5354764008710751,0.6241276171485544
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.01937667157906228,0.01959500027291087,0.013863872059385404,0.7154929577464788,36.51405704421514,1.0,0.013484186174505574,3.445977969337788,0.9918316838192176,0.5521739130434783,0.7098066183539271,0.7115069245556906
frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),0.01959500027291087,0.01937667157906228,0.013863872059385404,0.7075208913649024,36.51405704421514,1.0,0.013484186174505574,3.352797856220157,0.9920525571482052,0.5521739130434783,0.7017416370197248,0.7115069245556906
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.015064679875552645,0.023634081109109764,0.012335571202445281,0.8188405797101449,34.64660106436389,1.0,0.011979531336383697,5.389539872277713,0.985990775274204,0.4679089026915114,0.8144554036711519,0.6703902667603843
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.023634081109109764,0.015064679875552645,0.012335571202445281,0.5219399538106235,34.646601064363885,1.0,0.011979531336383697,2.0602753314680466,0.9946446522709643,0.4679089026915114,0.5146279797043188,0.6703902667603843
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.01959500027291087,0.015883412477484853,0.010534359478194422,0.5376044568245125,33.846911523992766,1.0,0.010223124006363351,2.1283003308468853,0.9898513442021817,0.4223194748358862,0.5301415004704323,0.6004173486871703
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.015883412477484853,0.01959500027291087,0.010534359478194422,0.6632302405498282,33.84691152399276,1.0,0.010223124006363351,2.911202601230438,0.9861181278180581,0.4223194748358862,0.6564993451237836,0.6004173486871703
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),0.01817586376289504,0.01915834288521369,0.011516838600513073,0.6336336336336337,33.073509406842746,1.0,0.0111686191703086,2.6772153427805234,0.9877169297699258,0.44608879492600423,0.6264775627046079,0.6173866173866174
frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.01915834288521369,0.01817586376289504,0.011516838600513073,0.6011396011396012,33.07350940684274,1.0,0.0111686191703086,2.4615733701373133,0.9887062956428171,0.44608879492600423,0.5937557612007246,0.6173866173866174
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.016483816385568475,0.022869930680639704,0.012280989028983134,0.7450331125827814,32.576972925129205,1.0,0.011904005290892791,3.832380271875931,0.985549080908424,0.4536290322580645,0.7390655600284403,0.6410129763391234
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.022869930680639704,0.016483816385568475,0.012280989028983134,0.5369928400954653,32.576972925129205,1.0,0.011904005290892791,2.1241921697651893,0.9919902183492844,0.4536290322580645,0.52923280001049,0.6410129763391234
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.01959500027291087,0.017411713334424976,0.01037061295780798,0.5292479108635098,30.39608456091023,1.0,0.010029430430268077,2.087273342680127,0.9864301244147,0.38934426229508196,0.5209060646000646,0.5624295980649837
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.017411713334424976,0.01959500027291087,0.01037061295780798,0.5956112852664577,30.396084560910225,1.0,0.010029430430268077,2.424412363666213,0.9842383010074903,0.38934426229508196,0.5875289142281913,0.5624295980649837
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.023634081109109764,0.025271546312974184,0.017411713334424976,0.7367205542725173,29.152175539582696,1.0,0.01681444355911152,3.7022580740919477,0.9890730760818973,0.5528596187175043,0.7298945724508226,0.7128527177410102
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.025271546312974184,0.023634081109109764,0.017411713334424976,0.6889848812095032,29.152175539582696,1.0,0.01681444355911152,3.139287641989459,0.9907346390946902,0.5528596187175043,0.6814563958318038,0.7128527177410102
frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),0.020632061568691667,0.02188745155832105,0.01299055728399105,0.6296296296296297,28.76669437517318,1.0,0.012538974035858012,2.6409038807925334,0.9855719582599801,0.4399260628465805,0.6213417658730159,0.6115729195529696
frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),0.02188745155832105,0.020632061568691667,0.01299055728399105,0.5935162094763093,28.76669437517318,1.0,0.012538974035858012,2.4093652963862255,0.9868369222689075,0.4399260628465805,0.5849529328326067,0.6115729195529696
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.015064679875552645,0.025271546312974184,0.010916434692429453,0.7246376811594203,28.674053901774812,1.0,0.010535726937264294,3.5398033318107776,0.979886949293433,0.3710575139146568,0.7174984296405946,0.5783015619619996
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.025271546312974184,0.015064679875552645,0.010916434692429453,0.4319654427645788,28.674053901774812,1.0,0.010535726937264294,1.7339355635650917,0.9901478329040206,0.3710575139146568,0.4232772999107702,0.5783015619619996
frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.017520877681349273,0.022979095027563998,0.011080181212815895,0.632398753894081,27.520611805447643,1.0,0.010677567299609845,2.6578280550521347,0.9808489326765188,0.37662337662337664,0.6237529368767295,0.557292013526613
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),0.022979095027563998,0.017520877681349273,0.011080181212815895,0.4821852731591449,27.52061180544764,1.0,0.010677567299609845,1.897356470165835,0.9863285356523653,0.37662337662337664,0.47295091053048294,0.557292013526613
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.015883412477484853,0.025380710659898477,0.011025599039353746,0.6941580756013745,27.349828178694157,1.0,0.010622466742970882,3.1866765527861745,0.9789863428938567,0.36462093862815886,0.6861934421534936,0.564283338875956
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.025380710659898477,0.015883412477484853,0.011025599039353746,0.4344086021505376,27.349828178694157,1.0,0.010622466742970882,1.7399779969504543,0.9885261963696368,0.36462093862815886,0.4252800887409872,0.564283338875956
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.022760766333715408,0.017684624201735714,0.010916434692429453,0.4796163069544365,27.12052580158096,1.0,0.010513919093274178,1.8876751691607203,0.9855596514745307,0.3696857670979667,0.470247839068302,0.5484501287858602
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.017684624201735714,0.022760766333715408,0.010916434692429453,0.6172839506172839,27.120525801580957,1.0,0.010513919093274178,2.5534315460312595,0.9804667444574096,0.3696857670979667,0.6083701552311919,0.5484501287858602
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01959500027291087,0.025380710659898477,0.013427214671688227,0.6852367688022284,26.9983286908078,1.0,0.012929879639380845,3.0963568572840394,0.9822070169816496,0.4256055363321799,0.677039809656453,0.6071345134333723
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.025380710659898477,0.01959500027291087,0.013427214671688227,0.5290322580645161,26.9983286908078,1.0,0.012929879639380845,2.0816818487356006,0.98803777100271,0.4256055363321799,0.5196191960806147,0.6071345134333723
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})","frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.020413732874843077,0.023797827629496206,0.013045139457453196,0.6390374331550802,26.85276333218859,1.0,0.0125593369612231,2.7044415738264327,0.9828229703779119,0.4185639229422067,0.6302378983972169,0.5936012853848796
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.023797827629496206,0.020413732874843077,0.013045139457453196,0.5481651376146789,26.852763332188587,1.0,0.0125593369612231,2.1680183373937485,0.9862300167387411,0.4185639229422067,0.5387492888080756,0.5936012853848796
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.017411713334424976,0.025380710659898477,0.011735167294361661,0.6739811912225705,26.55485893416928,1.0,0.011293245636127524,2.98945724326435,0.9793950542962926,0.37785588752196836,0.665491118077325,0.5681733913102099
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.025380710659898477,0.017411713334424976,0.011735167294361661,0.46236559139784944,26.55485893416928,1.0,0.011293245636127524,1.8276142131979698,0.9874031007751937,0.37785588752196836,0.4528385734918342,0.5681733913102099
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",0.016865891599803503,0.02952895584302167,0.013045139457453196,0.7734627831715211,26.193367191285468,1.0,0.012547107289149408,4.283936466350091,0.9783226802773046,0.39116202945990186,0.766569834110542,0.6076186374267957
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})","frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.02952895584302167,0.016865891599803503,0.013045139457453196,0.4417744916820702,26.193367191285468,1.0,0.012547107289149408,1.7611773266374384,0.9910881955655124,0.39116202945990186,0.43219800478054676,0.6076186374267957
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.017029638120189945,0.030347688444953877,0.013045139457453196,0.7660256410256411,25.241647066961818,1.0,0.012528329305451362,4.144267413769513,0.9770212522748389,0.37996820349761534,0.7587028296780619,0.5979408780667774
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.030347688444953877,0.017029638120189945,0.013045139457453196,0.42985611510791366,25.241647066961818,1.0,0.012528329305451362,1.724074199385408,0.9904405140567167,0.37996820349761534,0.41997855988073113,0.5979408780667774
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.018994596364827247,0.022979095027563998,0.010807270345505158,0.5689655172413793,24.760135965271523,1.0,0.010370791710627571,2.2666884995360514,0.9781928785434043,0.34676007005253945,0.5588277788480062,0.519637152919977
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.022979095027563998,0.018994596364827247,0.010807270345505158,0.47030878859857483,24.760135965271523,1.0,0.010370791710627571,1.8520326230063127,0.9821821567631623,0.34676007005253945,0.4600527077235013,0.519637152919977
frozenset({'RED DINER WALL CLOCK'}),frozenset({'BLUE DINER WALL CLOCK'}),0.022706184160253263,0.018448774630205774,0.010261448610883685,0.45192307692307687,24.496102639963585,1.0,0.009842547336599224,1.7909004813764664,0.9814624466005573,0.3321554770318021,0.4416216811604121,0.5040680473372781
frozenset({'BLUE DINER WALL CLOCK'}),frozenset({'RED DINER WALL CLOCK'}),0.018448774630205774,0.022706184160253263,0.010261448610883685,0.5562130177514792,24.49610263996358,1.0,0.009842547336599224,2.202168731692229,0.9772054221421888,0.3321554770318021,0.545902189233446,0.5040680473372781
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.014464275967469025,0.037716281862343756,0.013045139457453196,0.9018867924528301,23.912399311907816,1.0,0.012499600748129409,9.807891742556873,0.9722434898029931,0.33333333333333337,0.8980412889692739,0.6238811675722906
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.037716281862343756,0.014464275967469025,0.013045139457453196,0.3458755426917511,23.912399311907816,1.0,0.012499600748129409,1.5066486400585815,0.9957361572253457,0.33333333333333337,0.3362752446641322,0.6238811675722906
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.020413732874843077,0.030347688444953877,0.014791769008241909,0.7245989304812834,23.87657734774747,1.0,0.014172259402957658,3.520873441957158,0.978084301932895,0.4112291350531108,0.715979566864486,0.6060045012118648
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.030347688444953877,0.020413732874843077,0.014791769008241909,0.48741007194244607,23.87657734774747,1.0,0.014172259402957658,1.9110525070932889,0.9881046420934234,0.4112291350531108,0.4767281399708895,0.6060045012118648
